"First Name","Last Name","Date of Birth (Y-m-d)",State,Sex,"Height (cm)","Weight (KG)"
Elena,Gottlieb,1967-09-20,Montana,male,182,141
Tianna,Rowe,1986-06-08,NewYork,male,200,86
Dorris,Jones,1975-03-21,Nebraska,female,159,61
Alena,Mueller,1980-01-06,Colorado,female,188,100
Elisa,Greenholt,1989-04-30,Vermont,male,185,145
Judd,Raynor,1966-03-29,Missouri,male,177,81
Alverta,Wilkinson,1978-11-22,Louisiana,male,157,95
Reva,McCullough,1993-05-27,Ohio,male,195,153
Wilbert,Jakubowski,1986-10-24,Colorado,male,153,146
Alison,Schuppe,1984-12-21,Ohio,male,167,50
Ewald,Kihn,1966-07-06,Idaho,male,153,122
Jeffry,Swaniawski,1990-11-01,Oregon,male,174,121
Rossie,VonRueden,1983-04-04,Arkansas,male,183,141
Isabelle,Flatley,1993-02-23,Kansas,female,182,113
Colleen,Kuhic,1977-04-28,NewMexico,female,179,80
Litzy,Quigley,1967-05-26,Florida,male,188,140
Telly,Ullrich,1991-05-19,Oregon,male,153,157
Mossie,Gerlach,1989-10-16,Idaho,male,170,145
Barton,Turner,1969-08-27,Texas,male,180,152
Eda,Gorczany,1969-02-28,Pennsylvania,male,182,79
Herbert,Mueller,1977-06-09,Indiana,female,193,86
Michel,Eichmann,1966-12-24,Florida,female,195,140
Cydney,Nader,1988-03-18,Alabama,male,163,103
Marion,Pacocha,1983-01-09,Georgia,female,188,63
Guillermo,Stroman,1966-06-03,Hawaii,male,184,127
Clifton,Beatty,1985-06-11,Kentucky,male,173,100
Elijah,Gleichner,1993-03-17,NewJersey,male,177,107
Miles,Heaney,1965-10-28,Oregon,female,151,151
Concepcion,Parisian,1976-06-17,Delaware,female,172,107
Hilbert,O'Kon,1981-02-20,Minnesota,male,187,67
Estelle,Osinski,1977-12-16,Louisiana,male,151,51
Lindsay,Brown,1992-07-30,Oklahoma,male,200,151
Bill,Miller,1978-08-23,Maine,female,179,70
Sage,Mayert,1989-11-28,Missouri,female,200,153
Terrill,Green,1977-08-16,Minnesota,female,199,117
Moises,Runolfsson,1980-12-09,Alabama,female,162,58
Fletcher,Dibbert,1972-11-17,Minnesota,female,166,119
Rahul,Yundt,1975-03-19,Wyoming,male,168,123
Enola,Tremblay,1983-02-21,NewYork,female,163,62
Benton,Beatty,1981-04-15,Texas,male,154,144
Price,Runolfsdottir,1971-11-01,Delaware,male,159,148
Jovani,Keeling,1984-01-04,Louisiana,male,180,146
Alize,Haley,1991-07-19,Georgia,male,193,99
Elva,Bergnaum,1992-12-14,NewHampshire,male,178,98
Sydni,Homenick,1989-01-25,Tennessee,female,170,96
Jacynthe,O'Keefe,1966-06-22,Florida,female,197,123
Delphine,Walter,1974-11-30,Vermont,male,197,158
Daphne,Mueller,1983-02-11,NewYork,male,171,87
Arnoldo,Prohaska,1989-01-04,Arizona,male,193,117
Mable,Medhurst,1983-04-23,Minnesota,male,190,127
Theron,White,1967-03-15,Alabama,female,194,147
Jermaine,Wiza,1988-04-21,Pennsylvania,female,199,103
Laisha,Strosin,1974-08-22,NorthDakota,male,200,86
Prince,Schuppe,1991-04-29,Iowa,female,159,148
Winifred,Shields,1964-02-02,Maryland,male,165,82
Marilie,Barrows,1991-11-13,California,female,152,74
Charity,McKenzie,1970-01-14,NewHampshire,female,194,66
Delaney,Jaskolski,1965-09-05,NewYork,male,165,114
Otho,Brakus,1987-07-08,Texas,female,170,97
Leonard,Hilll,1974-06-26,Mississippi,male,181,73
Millie,Dibbert,1977-08-26,Indiana,male,184,59
Wilfrid,Welch,1980-05-28,SouthCarolina,female,182,57
Aleen,Boyle,1988-04-26,Minnesota,male,173,56
Alexandre,Schneider,1986-01-28,Florida,female,186,76
Alfredo,Hills,1973-11-03,Georgia,male,171,111
Anthony,Wiza,1964-10-12,Michigan,female,178,117
Amely,Monahan,1989-08-06,Louisiana,female,167,102
Stone,Grant,1986-07-12,Indiana,male,155,136
Rocio,Bartell,1973-09-16,Utah,female,160,70
Jaydon,White,1979-03-22,California,female,196,139
Leila,Schulist,1971-03-29,Washington,female,166,104
Alvera,Pouros,1969-04-03,Alabama,male,180,63
Amira,Reichel,1990-02-18,Montana,male,169,113
Whitney,Stark,1969-01-18,Delaware,male,174,82
Doug,Wolff,1971-08-25,Alabama,female,173,130
Elisa,Ondricka,1979-11-09,Washington,male,187,80
Stephen,Jaskolski,1966-01-14,Nebraska,female,161,118
Ricky,Daugherty,1988-06-30,Minnesota,female,195,129
Emelia,Koepp,1974-03-15,Florida,female,155,152
Effie,Thompson,1970-10-20,Illinois,female,188,143
Clair,Ullrich,1975-01-17,Illinois,male,181,67
Lilian,Dibbert,1982-07-18,Georgia,male,179,134
Henriette,Roberts,1993-06-25,Tennessee,female,180,64
Eddie,Kiehn,1973-09-23,Kansas,male,183,117
Rossie,Schiller,1984-09-17,Minnesota,female,199,56
Betty,Beer,1992-09-08,Indiana,male,193,138
Dina,Swaniawski,1988-06-14,Massachusetts,female,166,53
Aurelio,Graham,1979-08-04,Arizona,female,163,151
Caleb,Armstrong,1971-07-22,NorthCarolina,male,200,52
Jeanne,Yost,1985-08-14,WestVirginia,male,195,137
Idell,Jaskolski,1976-07-11,Idaho,male,181,95
Sophie,Haag,1968-06-16,NewJersey,male,191,159
Perry,Langosh,1986-02-28,Illinois,male,157,114
Daniela,Larkin,1984-11-18,Vermont,female,152,76
London,Langworth,1970-07-16,NorthDakota,male,161,73
Norval,Labadie,1968-10-31,Washington,female,157,56
Jarrell,Paucek,1969-05-19,Wyoming,female,167,91
Cordia,Harris,1993-03-29,Kansas,female,157,120
Kareem,Doyle,1970-07-18,Massachusetts,female,184,118
Casimir,Lakin,1975-06-16,Illinois,female,156,106
Payton,Ullrich,1969-02-06,Arizona,female,171,63
Elenor,Wisoky,1965-01-26,Maryland,female,194,153
Josefina,Lueilwitz,1973-04-23,Delaware,female,153,58
Coy,Turner,1984-03-15,Connecticut,female,171,62
Cindy,Botsford,1981-09-07,California,female,168,88
Stephania,Collins,1967-11-11,Delaware,male,168,104
Javier,Schmeler,1971-02-26,RhodeIsland,male,158,141
Norma,Nolan,1976-04-14,NewHampshire,male,150,157
Adolf,Strosin,1971-02-17,Delaware,female,188,120
Forest,Stehr,1988-10-17,Nebraska,male,176,134
Meta,Ullrich,1984-09-06,Oklahoma,male,153,69
Sabryna,Cartwright,1985-02-05,Washington,male,152,54
Devante,Ziemann,1979-03-13,Alabama,male,150,62
Nathanael,Beier,1990-12-04,NewHampshire,male,177,108
Hailie,Towne,1990-09-07,Alaska,female,166,148
Ashlynn,Dare,1967-12-26,Vermont,male,165,78
Doyle,Daugherty,1991-08-23,Kentucky,male,167,97
Efrain,Schiller,1986-08-23,NewHampshire,male,189,98
Sonia,Mertz,1976-05-28,Illinois,female,192,69
Nettie,Kertzmann,1978-12-30,Massachusetts,male,176,127
Keely,Kozey,1980-03-28,Louisiana,female,185,135
Vergie,Hansen,1990-09-21,Iowa,female,150,140
Rita,Gottlieb,1978-11-22,WestVirginia,female,163,141
Shad,Stanton,1980-02-11,Missouri,male,179,90
Reymundo,Turcotte,1972-04-13,Ohio,male,150,126
Rebekah,Boehm,1971-12-06,Maine,male,190,160
Lukas,Romaguera,1966-01-01,Louisiana,female,153,88
Haven,Stokes,1980-04-08,Pennsylvania,male,158,63
Elliott,Bashirian,1976-09-01,Washington,female,161,155
Etha,Kshlerin,1987-06-15,California,male,198,101
Mandy,Stokes,1964-11-28,Kentucky,male,171,68
Abraham,Herzog,1976-03-08,SouthDakota,female,153,70
Reginald,Walker,1979-12-10,Idaho,female,188,98
Joana,Mraz,1983-04-27,Utah,male,178,51
Nicola,Thompson,1987-10-04,NewHampshire,female,195,52
Ocie,Stamm,1971-04-17,Montana,female,156,140
Lucile,Effertz,1993-02-28,Missouri,male,181,147
Garfield,Heidenreich,1967-07-19,Pennsylvania,male,177,55
Damian,Bruen,1972-10-17,Delaware,male,195,81
Teagan,Reinger,1984-05-31,Texas,female,171,75
Aliza,Barton,1992-11-18,Massachusetts,female,183,120
Jarod,Murphy,1984-01-12,Montana,female,183,127
Elwin,Pouros,1976-11-06,Utah,male,173,99
Jennie,Strosin,1980-09-15,Virginia,male,155,50
Garrett,Dickinson,1993-05-18,Ohio,male,155,149
Mikayla,Schoen,1976-05-19,Maine,male,191,52
Mohamed,Williamson,1987-04-02,Maryland,male,175,119
Shanel,Batz,1992-03-24,Kansas,male,176,67
Arnulfo,Smith,1970-04-27,Kansas,male,184,54
Chanel,Considine,1974-04-27,Wisconsin,female,189,101
Larry,Hansen,1965-09-27,Nebraska,male,167,62
Novella,Stroman,1991-07-15,Pennsylvania,female,154,134
Ashleigh,Bergnaum,1980-01-11,Georgia,male,200,74
Reagan,Koch,1982-05-16,Mississippi,male,168,86
Denis,Legros,1982-05-24,Colorado,male,187,99
Cheyenne,Towne,1982-03-23,Nevada,male,156,78
Roxanne,Hyatt,1982-08-14,RhodeIsland,female,167,133
Terrance,Rau,1985-05-25,NorthCarolina,male,171,81
Elisha,Conroy,1986-12-16,Utah,male,179,156
Nettie,O'Kon,1982-02-26,NewYork,female,200,131
Monique,Farrell,1991-06-30,Maryland,female,182,59
Morton,Lind,1983-05-11,NewJersey,female,197,68
Claudine,Haley,1967-07-16,Georgia,female,197,68
Dale,Howe,1981-04-06,Alaska,male,168,107
Friedrich,Franecki,1982-01-26,Texas,female,190,77
Maximilian,Reichel,1969-02-14,Texas,female,157,91
Lon,Brown,1965-12-14,Oregon,female,175,128
Sylvan,Waters,1985-10-20,Connecticut,female,175,64
Kameron,Hane,1974-12-27,Florida,female,183,128
Columbus,Leuschke,1976-07-31,Alabama,female,193,127
Cecile,Reinger,1964-11-19,Vermont,female,175,88
German,Jerde,1991-09-20,Maryland,female,164,81
Edd,Effertz,1964-04-19,Texas,female,191,72
Myrtie,Halvorson,1992-12-20,NorthCarolina,male,178,112
Marjorie,Mosciski,1980-10-31,Pennsylvania,female,183,90
Dessie,Ziemann,1971-03-08,NewJersey,male,159,106
Effie,Mueller,1984-11-27,Georgia,female,199,51
Wilfrid,Bartell,1977-10-31,Arizona,female,175,106
Jesse,Okuneva,1989-09-14,Hawaii,female,166,67
Elizabeth,Bruen,1985-04-11,Louisiana,male,155,50
Reginald,Bahringer,1988-10-03,Colorado,female,181,106
Milford,Reichel,1980-08-14,Utah,female,160,137
D'angelo,Lindgren,1965-05-12,Kansas,male,199,116
Jerald,Boehm,1976-06-01,Louisiana,female,195,67
Llewellyn,Tromp,1975-07-01,Kansas,male,167,139
Domenick,Graham,1975-09-07,Minnesota,female,151,159
Dameon,Reichel,1990-10-06,Alaska,female,154,155
Hailey,Champlin,1978-01-10,Wisconsin,male,194,99
Earnestine,Wolff,1986-03-24,Texas,male,189,135
Ramona,Wolf,1969-04-03,Washington,male,169,146
Leonor,Langworth,1978-07-11,NewMexico,female,185,103
Albertha,Larson,1967-02-09,NorthDakota,female,167,127
Marilyne,Hintz,1986-07-04,Kansas,male,164,124
Therese,Bahringer,1966-10-07,SouthDakota,male,171,112
Shirley,Sipes,1966-12-20,Arizona,male,155,150
Tiana,Yundt,1974-04-20,Nevada,male,158,154
Nolan,Stehr,1978-03-14,Nevada,male,187,53
Kaylah,Bins,1987-12-07,Virginia,male,166,150
Amira,Morissette,1968-04-02,Colorado,male,170,125
Bobbie,Kling,1978-10-08,Nevada,male,182,56
Evie,Kozey,1969-08-01,Idaho,female,194,133
Hailee,Jakubowski,1971-03-06,NorthCarolina,male,181,61
Earl,Mayer,1979-09-09,SouthCarolina,female,158,92
Bridie,Pacocha,1979-06-29,NewHampshire,female,164,138
Bradly,Leuschke,1989-03-12,WestVirginia,male,179,150
Iva,Kuhn,1964-03-10,Ohio,male,184,58
Clare,Torp,1971-01-03,Maryland,male,188,140
Jose,Breitenberg,1983-07-04,Indiana,male,189,64
Wilburn,Herzog,1991-09-05,Texas,female,162,108
Dameon,Vandervort,1984-07-28,Ohio,male,174,67
Chelsea,Olson,1964-03-26,Florida,female,180,54
Magnus,Heaney,1965-07-15,Maine,female,160,123
Rowan,Emmerich,1986-07-28,Missouri,male,175,141
Cali,Hand,1990-10-27,Colorado,male,174,62
Ernestina,Harvey,1992-03-10,NorthCarolina,female,150,126
Wilson,Huel,1973-12-28,Oklahoma,male,172,89
Cortez,Renner,1974-07-04,NewYork,female,192,61
Una,Schimmel,1986-04-28,Oklahoma,male,162,147
Desiree,Fahey,1985-09-01,Maine,female,179,63
Frederique,Langosh,1986-02-01,Alaska,female,178,117
Isabel,Blanda,1965-10-06,Arizona,female,181,74
Terrill,Lowe,1978-07-17,Arizona,male,172,96
Julianne,Yundt,1985-04-27,NorthDakota,male,167,152
Mya,Russel,1966-11-21,Florida,male,182,94
Anais,Harris,1988-07-09,NewJersey,male,187,94
Toni,Purdy,1971-02-10,Hawaii,male,187,144
Joesph,Dach,1977-09-14,Montana,male,191,126
Sam,Rice,1991-04-29,Hawaii,male,185,154
Broderick,Lueilwitz,1980-01-19,SouthCarolina,male,186,106
Keyshawn,Rogahn,1979-03-17,WestVirginia,male,163,58
Jamar,Huel,1971-02-17,Hawaii,male,199,128
Camren,Macejkovic,1991-12-18,Maryland,female,186,65
Elouise,Altenwerth,1985-08-18,Washington,female,156,104
Alexandro,Ernser,1971-05-20,Massachusetts,male,168,65
Drake,Willms,1966-11-13,NewHampshire,male,185,146
Max,Runolfsdottir,1981-03-24,NewYork,male,187,117
Jamar,Schaden,1976-02-13,Wyoming,male,156,96
Harley,Legros,1985-12-20,Nevada,female,181,62
Jon,Reinger,1976-01-20,Ohio,male,200,142
Hollie,Reynolds,1993-01-09,Ohio,female,174,61
Bertrand,Ledner,1971-01-01,Idaho,male,179,58
Clarissa,Ernser,1981-01-05,Hawaii,male,195,139
Van,Abernathy,1979-12-23,Alaska,female,182,153
Mackenzie,Halvorson,1992-09-14,Oregon,male,165,82
Meaghan,Cronin,1969-03-04,NorthDakota,female,168,160
Elody,Johnson,1972-11-14,NewJersey,female,192,130
Vivianne,Hodkiewicz,1977-01-15,Montana,female,157,144
Kelton,Lueilwitz,1972-07-30,SouthCarolina,male,157,101
Fae,Franecki,1986-02-26,Montana,female,155,98
Gracie,Renner,1974-11-08,Montana,female,178,151
Thelma,Gislason,1980-05-04,Michigan,male,155,103
Providenci,Jaskolski,1969-08-05,Pennsylvania,female,168,91
Anais,Orn,1988-09-15,Idaho,female,188,51
Baby,Abernathy,1985-03-16,Connecticut,male,182,84
Krista,Bayer,1974-01-21,Tennessee,male,183,123
Abby,Wyman,1979-02-02,Georgia,female,178,104
Jermaine,Hand,1992-12-07,Pennsylvania,female,153,120
Alanna,Brown,1976-03-04,WestVirginia,male,199,137
Cleora,Feest,1982-08-11,WestVirginia,female,150,149
Dorothea,Walker,1984-11-22,NewHampshire,male,194,101
Vickie,Botsford,1974-08-01,Georgia,female,193,113
Reba,Crona,1985-04-20,Kentucky,male,196,153
Napoleon,Boyle,1969-10-13,Louisiana,male,188,125
Kiley,Armstrong,1971-10-10,Oklahoma,female,177,85
Rachelle,Abernathy,1988-06-08,Virginia,male,182,158
Abner,Cassin,1980-05-22,Vermont,female,186,109
Odie,Donnelly,1989-06-28,Minnesota,male,176,115
Deron,Pollich,1987-10-30,Wyoming,male,159,113
Josue,Donnelly,1973-07-22,RhodeIsland,male,165,114
Delilah,Sawayn,1989-02-15,Texas,female,193,101
Crawford,Yundt,1981-05-17,SouthCarolina,male,166,84
Randall,Torphy,1973-09-08,SouthDakota,male,164,73
Gussie,Walsh,1981-04-04,Kansas,female,181,158
Guy,Shields,1979-06-06,Hawaii,male,199,107
Domenica,Jenkins,1985-09-10,NewYork,male,181,66
Tito,Littel,1965-01-09,Maine,female,197,145
Lauriane,Nitzsche,1969-07-05,Arkansas,male,187,92
Wyatt,Hodkiewicz,1972-01-23,Oregon,female,159,112
Allen,Brekke,1970-01-28,Tennessee,male,171,145
Frederique,Wiegand,1970-03-13,Nebraska,female,177,129
Walton,Schneider,1982-05-04,Georgia,male,156,55
Deion,Little,1984-09-19,Louisiana,male,164,86
Amari,Bergnaum,1986-01-12,Wyoming,male,169,155
Barrett,Beahan,1969-01-26,Louisiana,female,157,152
Mae,Mraz,1985-09-24,Hawaii,female,161,110
Devonte,Stark,1985-03-09,Iowa,female,164,103
Lesly,Volkman,1978-05-08,WestVirginia,male,195,75
Reed,Ortiz,1967-10-07,Tennessee,female,153,95
Israel,Gibson,1979-11-19,SouthDakota,female,192,141
Cheyenne,Gutmann,1983-08-13,Nevada,male,158,90
Gayle,Mayert,1991-12-07,WestVirginia,male,199,105
Lorenza,Smitham,1974-03-06,Tennessee,female,153,137
Kristian,Bashirian,1975-07-26,NorthDakota,female,170,68
Emie,Aufderhar,1976-09-17,Kansas,female,185,84
Desiree,Marks,1974-05-21,Delaware,male,176,110
Agustina,O'Connell,1968-12-17,Maryland,female,174,143
Frederik,Langworth,1975-10-31,Georgia,female,165,130
Hanna,Ryan,1987-03-06,California,male,176,138
Linda,Boyle,1984-11-12,Colorado,male,164,119
Eileen,Cartwright,1970-09-23,Connecticut,male,197,137
Marlen,Lakin,1987-12-22,Illinois,female,163,133
Marcel,Torphy,1981-06-07,Kansas,female,183,141
Cloyd,Walter,1978-10-19,RhodeIsland,female,169,74
Frida,Jacobs,1972-01-31,Pennsylvania,male,153,150
Connie,Mann,1992-08-28,California,female,184,96
Jordy,Rippin,1991-12-30,Iowa,female,191,149
Reilly,Stiedemann,1993-02-14,SouthDakota,male,172,72
Monica,Schuppe,1981-01-14,Arkansas,male,165,130
Susan,Daniel,1979-01-01,SouthDakota,female,178,51
Gail,Windler,1992-09-21,Nevada,female,183,154
Lulu,Hagenes,1980-09-14,Alabama,male,155,73
Shanie,Lueilwitz,1974-12-21,Vermont,male,153,146
Micheal,Rohan,1977-05-23,Kansas,male,191,79
Ahmed,Swaniawski,1990-04-12,Tennessee,male,186,87
Raoul,Schulist,1987-09-12,Delaware,female,198,50
Titus,Wiza,1980-02-06,Mississippi,female,186,141
Elinore,Treutel,1982-05-23,Ohio,female,166,80
Dallas,Ziemann,1980-11-24,Alaska,male,183,114
Sylvester,Willms,1977-08-30,Kentucky,female,190,66
Rosario,Hand,1966-12-26,Kentucky,male,178,139
Joel,Rogahn,1967-05-11,NewMexico,female,155,152
Lexus,Crona,1978-04-18,Nebraska,female,171,160
Tavares,Reichert,1986-12-30,NewMexico,female,177,139
Fae,Walter,1989-03-16,Florida,male,194,108
Amie,Carter,1985-12-30,Iowa,male,156,102
Mustafa,O'Connell,1965-07-22,Arkansas,female,190,69
Dejah,Toy,1973-07-21,Louisiana,male,168,105
Luis,Grimes,1975-05-11,Wyoming,female,157,67
Thaddeus,Lakin,1968-11-26,Tennessee,female,182,156
Mia,Lowe,1982-01-10,Hawaii,female,158,106
Rosalind,Gutkowski,1964-12-04,Montana,female,181,119
Dejuan,Carroll,1984-01-21,NewHampshire,female,163,54
Cristian,Gleason,1988-03-31,Louisiana,female,191,114
Jayme,Purdy,1970-04-20,Nevada,male,180,100
Wilson,Bosco,1990-04-05,Massachusetts,female,187,115
Esmeralda,Auer,1976-04-07,Massachusetts,female,194,93
Lyda,Johns,1969-07-11,Indiana,male,192,135
Alberto,Hammes,1985-07-05,NorthDakota,male,154,151
Karlee,Wisoky,1975-05-24,Virginia,male,196,112
Eugene,Gulgowski,1983-09-16,Nevada,female,195,129
Garfield,Schimmel,1993-06-22,Illinois,male,184,86
Sanford,Boyer,1984-04-03,NewYork,male,169,116
Marlon,Brekke,1987-01-27,NorthDakota,male,154,94
Sister,Kris,1966-04-12,Texas,female,180,50
Enoch,Tillman,1975-09-09,Alabama,male,182,132
Camron,Kuhic,1982-01-04,Louisiana,female,157,118
Junius,Rau,1976-10-29,Idaho,male,192,100
Loy,Ruecker,1966-11-07,Wisconsin,male,150,109
Frida,Kautzer,1982-07-18,Mississippi,female,168,99
Rosario,Rosenbaum,1966-06-11,Louisiana,male,184,86
Foster,Botsford,1985-11-03,Delaware,female,175,160
Joyce,Hintz,1991-11-28,Louisiana,male,197,91
Tess,Schinner,1972-07-11,Georgia,female,171,101
Corine,Morar,1972-09-16,Maine,female,173,56
Karen,Lebsack,1990-06-16,Connecticut,female,200,126
Avis,Williamson,1987-10-30,SouthCarolina,male,154,142
Toby,Runolfsson,1982-04-01,Indiana,female,180,123
Elvie,Fadel,1976-10-20,Kentucky,male,193,125
Cleo,Nitzsche,1970-04-11,SouthCarolina,female,152,55
Audra,Jacobs,1979-09-15,Arizona,female,190,130
Casper,Rolfson,1971-04-26,NewMexico,female,162,73
Joy,Tillman,1970-10-15,Alaska,male,151,66
Bernadette,Gislason,1989-07-11,Florida,female,171,112
Dario,Walker,1980-03-08,Kentucky,female,160,53
Israel,Little,1976-07-25,SouthCarolina,male,200,51
Doris,Kuphal,1981-05-20,Virginia,male,176,61
Jonathan,Heidenreich,1980-07-21,Alaska,female,184,126
Dejon,Bernhard,1969-08-06,NorthDakota,female,164,111
Andres,Hodkiewicz,1964-11-26,NewMexico,female,171,116
Giovanny,Koss,1992-01-05,Maryland,male,150,92
Bella,Pollich,1988-11-13,Ohio,female,196,120
Arnulfo,Mitchell,1973-06-23,Ohio,female,192,123
Lilly,Roberts,1987-01-12,Vermont,male,156,58
Kiana,Howe,1988-10-11,Colorado,male,194,81
Lourdes,Hand,1972-10-21,NewYork,male,184,80
Mollie,Mitchell,1975-08-29,Colorado,female,158,139
Amos,Wintheiser,1989-12-08,Arkansas,male,175,103
Bernie,Gleichner,1972-08-13,Mississippi,female,175,134
Guiseppe,Hagenes,1977-03-08,NewJersey,male,158,69
Erika,Paucek,1972-08-19,Louisiana,female,195,69
Jimmy,Pagac,1992-10-17,Nebraska,male,167,60
Reginald,Morar,1976-05-27,NorthCarolina,male,150,152
Beau,Kunde,1981-03-31,Vermont,male,191,55
Mustafa,Abbott,1993-01-10,Alaska,male,159,152
Kara,Pouros,1966-11-19,Maryland,female,180,116
Arlie,Windler,1969-11-06,Massachusetts,male,150,136
Maria,Bechtelar,1979-08-05,California,female,176,81
Eliseo,Lang,1972-12-10,Montana,female,187,136
Destiney,Schumm,1971-05-31,Arkansas,female,175,155
Jennie,Flatley,1992-01-13,Wyoming,male,193,143
Micaela,Feil,1981-12-10,WestVirginia,male,180,70
Alexandra,Altenwerth,1968-02-11,Connecticut,male,200,71
Elsie,Klein,1973-07-01,Wyoming,male,151,51
Hester,Donnelly,1993-03-06,Connecticut,male,157,73
Dasia,Goodwin,1983-02-28,Missouri,female,178,139
Patience,Vandervort,1965-03-19,Michigan,male,161,140
Randall,Gerlach,1980-01-31,Utah,female,186,87
Marjolaine,Dibbert,1971-07-31,Indiana,female,185,58
Rocio,Lindgren,1992-10-23,WestVirginia,male,171,114
Thea,Mayert,1972-02-21,Louisiana,male,166,98
Adell,Altenwerth,1969-07-09,Missouri,female,170,55
Cecil,Wisoky,1968-10-20,Indiana,female,179,53
Jake,Jacobi,1971-12-21,Wisconsin,female,184,56
Bernhard,Lind,1982-09-29,Texas,female,192,72
Bridgette,Windler,1981-04-19,Montana,female,196,133
Elton,Smitham,1964-05-30,NorthCarolina,female,179,159
Zora,O'Reilly,1964-06-01,Pennsylvania,female,152,128
Julio,Huels,1976-08-09,NewHampshire,female,189,94
Ernest,Heaney,1972-03-18,Texas,female,165,140
Gavin,Bauch,1965-02-09,Minnesota,female,189,65
Eulalia,VonRueden,1986-05-02,Oklahoma,male,154,110
Carol,Eichmann,1975-04-27,Hawaii,male,179,64
Elliot,Prosacco,1971-05-03,NorthDakota,male,164,139
Doyle,Thiel,1993-03-17,RhodeIsland,male,200,121
Boyd,Konopelski,1974-09-07,NewMexico,male,196,111
Braden,Wilkinson,1991-09-15,Oklahoma,male,182,65
Murl,Jerde,1990-03-08,Arizona,female,158,69
Kellen,Beahan,1976-08-17,RhodeIsland,male,152,156
Merritt,Muller,1972-01-08,WestVirginia,female,200,79
Leanne,Pollich,1967-03-21,Indiana,male,177,54
Lavinia,Hirthe,1987-01-01,Vermont,female,175,63
Margaretta,Schultz,1974-02-11,Washington,female,177,129
Velda,Kerluke,1966-06-10,Vermont,female,179,160
Tamia,Ankunding,1966-07-25,Idaho,male,185,159
Price,Parker,1975-11-18,Kansas,female,150,148
Walton,Doyle,1975-04-02,Pennsylvania,female,153,107
Darian,Konopelski,1985-12-19,Montana,male,156,125
Kaylie,Rippin,1978-08-27,Wyoming,male,195,130
Eva,Marvin,1971-06-23,Massachusetts,male,152,129
Twila,Pacocha,1978-10-23,Louisiana,male,151,77
Vernon,Torphy,1976-04-09,Missouri,female,157,134
Oleta,Keeling,1989-03-14,NewJersey,male,191,82
Zora,Welch,1984-08-27,WestVirginia,male,181,146
Jaleel,McDermott,1989-12-24,Nevada,male,161,112
Margret,Jenkins,1974-04-04,NorthDakota,male,173,113
Elmer,Steuber,1964-12-31,Maryland,female,163,122
Felicia,Hackett,1968-07-12,NorthCarolina,male,160,136
Adam,Kunze,1977-05-22,Minnesota,male,166,124
Renee,Hauck,1978-08-14,Washington,female,169,131
Brandt,Champlin,1978-06-11,Georgia,female,187,134
Rosendo,Botsford,1978-08-05,Michigan,female,155,152
Trace,Smitham,1968-05-20,NewJersey,male,181,132
Giuseppe,Price,1969-11-25,Alabama,female,192,89
Danny,Doyle,1975-01-01,Oregon,male,151,114
Emery,Bogan,1975-12-12,Nebraska,male,161,54
Emelia,Hagenes,1965-08-21,Virginia,female,165,84
